"VID","TimeStep","vel_x","vel_y","accel_x","accel_y","yaw","numberOfLanesToMedian","numberOfLanesToCurb","headway","distanceToIntersection","turn"
"2.1",30.6,8.416604114029313e-16,13.745357632730157,NA,NA,90.0,0,0,24.650307134200574,58.023449588670644,NA
"1.0",30.8,7.144931512492048e-16,11.668558669269585,NA,NA,90.0,0,0,NA,23.57378076743878,NA
"2.0",30.8,-13.67819251452107,13.67819251452107,NA,NA,180.0,0,0,NA,84.42726088835445,NA
"2.1",30.8,8.407315330066002e-16,13.730187897309662,NA,NA,90.0,0,0,24.23798128859258,55.278577681217634,NA
"1.0",31.0,6.738827642612211e-16,11.005340719142932,NA,NA,90.0,0,0,NA,21.378665884263047,NA
"2.0",31.0,-13.852696024952456,13.852696024952456,NA,NA,180.0,0,0,NA,87.19728775517083,NA
"2.1",31.0,8.393283751236468e-16,13.707272590072826,NA,NA,90.0,0,0,23.697594914406608,52.53840841211205,NA
"1.0",31.2,6.384704321209743e-16,10.42701344690571,NA,NA,90.0,0,0,NA,19.300154669601927,NA
"2.0",31.2,-13.824322038139217,13.824322038139217,NA,NA,180.0,0,0,NA,89.96167233107523,NA
"2.1",31.2,8.443787694231158e-16,13.789751788205468,NA,NA,90.0,0,0,23.02504724614667,49.78189383943466,NA
"1.0",31.4,5.987916737909056e-16,9.779010147379761,NA,NA,90.0,0,0,NA,17.35231863288131,NA
"2.0",31.4,-13.753590114158579,13.753590114158579,NA,NA,180.0,0,0,NA,92.71194137468053,NA
"2.1",31.4,8.451176796490405e-16,13.801819107965567,NA,NA,90.0,0,0,22.2204854540295,47.02313565702545,NA
"1.0",31.6,5.482495797792825e-16,8.953595112664242,NA,NA,90.0,0,0,NA,15.570644690791916,NA
"2.0",31.6,-13.71100229177624,13.71100229177624,NA,NA,180.0,0,0,NA,95.45371999863679,NA
"2.1",31.6,8.161560302263784e-16,13.32883947918074,NA,NA,90.0,0,0,21.345436580726215,44.35910799698342,NA
"1.0",31.8,5.245327569989174e-16,8.566270003140783,NA,NA,90.0,0,0,NA,13.868225622846197,NA
"2.0",31.8,-13.661774996123278,13.661774996123278,NA,NA,180.0,0,0,NA,98.18567811204161,NA
"2.1",31.8,7.621276961294804e-16,12.446489823189893,NA,NA,90.0,0,0,20.569392616716414,41.87163506993741,NA
"1.0",32.0,4.772980807492444e-16,7.794869199536682,NA,NA,90.0,0,0,NA,12.321721292948514,NA
"2.1",32.0,7.437124290872647e-16,12.145745689370457,NA,NA,90.0,0,0,19.699217318749618,39.444488861004125,NA
"1.0",32.2,4.483502118509587e-16,7.3221146237938575,NA,NA,90.0,0,0,NA,10.87225632757694,NA
"2.1",32.2,7.088786594354211e-16,11.576867059612127,NA,NA,90.0,0,0,18.84826683158593,37.131268406883684,NA
"1.0",32.4,4.026961475061983e-16,6.576527171533393,NA,NA,90.0,0,0,NA,9.574267178308768,NA
"2.1",32.4,6.802084668987814e-16,11.108647282994069,NA,NA,90.0,0,0,17.941842809293746,34.911873188642055,NA
"1.0",32.6,3.735540411604194e-16,6.100600457544204,NA,NA,90.0,0,0,NA,8.375042510372856,NA
"2.1",32.6,6.470898036851532e-16,10.56777846699444,NA,NA,90.0,0,0,17.04840720740367,32.80083142391274,NA
"1.0",32.8,3.3670801823760335e-16,5.498859237978372,NA,NA,90.0,0,0,NA,7.300041604932887,NA
"2.1",32.8,6.056381409557864e-16,9.890821441373223,NA,NA,90.0,0,0,16.170014766724705,30.825332161379833,NA
"1.0",33.0,3.090014174844871e-16,5.0463761094158075,NA,NA,90.0,0,0,NA,6.321002938820044,NA
"2.1",33.0,5.850062533059474e-16,9.553877145855468,NA,NA,90.0,0,0,15.268514559436767,28.917476933071086,NA
"1.0",33.2,2.8247007902798114e-16,4.613086470721972,NA,NA,90.0,0,0,NA,5.435711125168031,NA
"2.1",33.2,5.58011103085071e-16,9.113012886222869,NA,NA,90.0,0,0,14.368529276336574,27.09804327276011,NA
"1.0",33.4,0.043033883134423,4.032303604477866,NA,NA,89.38851164758893,NA,NA,NA,4.658892925913126,NA
"2.1",33.4,5.241865514177204e-16,8.560616036928844,NA,NA,90.0,0,0,13.462866789846373,25.389310974646733,NA
"1.0",33.6,0.11023235150391504,3.56801506179081,NA,NA,88.22958884707211,NA,NA,NA,3.963733140260036,NA
"2.1",33.6,4.889338181063803e-16,7.984895211366983,NA,NA,90.0,0,0,12.579490759931105,23.79593419680914,NA
"1.0",33.8,0.2211241074745676,4.08801506179081,NA,NA,86.89931075102056,NA,NA,NA,3.177137069936497,NA
"2.1",33.8,4.673762677332194e-16,7.632833696354329,NA,NA,90.0,0,0,11.87052703301839,22.273293253576956,NA
"1.0",34.0,0.36976801289875916,4.608015061790811,NA,NA,85.39737841351949,NA,NA,NA,2.3160166751300597,NA
"2.1",34.0,4.595324809127613e-16,7.504734936353988,NA,NA,90.0,0,0,11.29118305810573,20.776767913621413,NA
"1.0",34.2,0.968330625306065,5.12801506179081,NA,NA,79.11540198500397,NA,NA,NA,1.2917201420329254,NA
"2.1",34.2,4.576660675468163e-16,7.474254092942737,NA,NA,90.0,0,0,10.821935251875345,19.28700380115091,NA
"1.0",34.4,1.7386643152322687,5.64801506179081,NA,NA,72.07111310820679,NA,NA,NA,0.1748625828734772,NA
"2.1",34.4,4.639128289390763e-16,7.576271448422034,NA,NA,90.0,0,0,10.436283974549156,17.777777211572467,NA
"1.0",34.6,2.923610500166456,6.011698778105655,NA,NA,60.9009959861451,NA,NA,NA,1.0101379525997536,NA
"2.1",34.6,4.577614778225802e-16,7.475812260992991,NA,NA,90.0,0,0,NA,16.289659565305215,NA
"1.0",34.8,4.215622273144895,6.288044372994208,NA,NA,47.90061470782732,NA,NA,NA,2.267497951912319,NA
"2.1",34.8,4.893340187529912e-16,7.991430983916092,NA,NA,90.0,0,0,NA,14.700485115429236,NA
"1.0",35.0,5.539926271494684,6.601280971878896,NA,NA,32.94216692611919,NA,NA,NA,3.5139128114905143,NA
"2.1",35.0,5.091885603204599e-16,8.31568025450239,NA,NA,90.0,0,0,NA,13.049193702756648,NA
"1.0",35.2,6.702805182662469,7.0756459528084275,NA,NA,18.682802345847442,NA,NA,NA,4.891528453065096,NA
"2.1",35.2,5.322621709285952e-16,8.692500912086274,NA,NA,90.0,0,0,NA,11.326780606430313,NA
"1.0",35.4,7.248783166129356,7.354917361295539,NA,NA,9.74540824238627,0,0,NA,6.301418426216851,NA
"2.1",35.4,5.588451036762045e-16,9.126633149497378,NA,NA,90.0,0,0,NA,9.52463726029531,NA
"1.0",35.6,7.809871502364628,7.823815098806973,NA,NA,3.4212141896219297,0,0,NA,7.8223243619810345,NA
"2.1",35.6,5.870317536178402e-16,9.58695607625896,NA,NA,90.0,0,0,NA,7.643456663809902,NA
"1.0",35.8,8.124822329092737,8.12556915810028,NA,NA,0.7768276051722437,0,0,NA,9.417114450022844,NA
"2.1",35.8,6.064988568796563e-16,9.904877999141048,NA,NA,90.0,0,0,NA,5.725181843489025,NA
"1.0",36.0,8.560693239804113,0.0,NA,NA,0.0,0,0,NA,11.106819285031143,NA
"2.1",36.0,-0.37646470730074694,10.26937589358555,NA,NA,92.10087479739855,NA,NA,NA,3.898068451809763,NA
"1.0",36.2,9.01751053027039,0.0,NA,NA,0.0,0,0,NA,12.893093430368394,NA
"2.1",36.2,-3.5733103560765396,10.55950270593183,NA,NA,109.77927714482878,NA,NA,NA,3.762651054276932,NA
"1.0",36.4,9.371692053328022,0.0,NA,NA,0.0,0,0,NA,14.753969797177884,NA
"2.1",36.4,-8.9800036034963,10.895690102353859,NA,NA,145.50538558364514,0,0,NA,5.610750699625634,NA
"1.0",36.6,9.715948029380977,0.0,NA,NA,0.0,0,0,NA,16.68638468112982,NA
"2.1",36.6,-11.110775365927815,11.192319048810917,NA,NA,173.0795110254298,0,0,NA,7.778138790372288,NA
"1.0",36.8,10.183011572604752,0.0,NA,NA,0.0,0,0,NA,18.71408934242855,NA
"2.1",36.8,-11.619807766364122,11.619807766364122,NA,NA,180.0,0,0,NA,10.06129397699546,NA
"1.0",37.0,10.518144657366662,0.0,NA,NA,0.0,0,0,NA,20.810352327782688,NA
"2.1",37.0,-11.89274092631431,11.89274092631431,NA,NA,180.0,0,0,NA,12.41376943838998,NA
"1.0",37.2,10.93896481381425,0.0,NA,NA,0.0,0,0,NA,22.99191203562639,NA
"2.1",37.2,-12.306675065141336,12.306675065141336,NA,NA,180.0,0,0,NA,14.85686792093688,NA
"1.0",37.4,11.305169259856207,0.0,NA,NA,0.0,0,0,NA,25.24763748663306,NA
"2.1",37.4,-12.6090988391686,12.6090988391686,NA,NA,180.0,0,0,NA,17.365345722151506,NA
"1.0",37.6,11.694729795126927,0.0,NA,NA,0.0,0,0,NA,27.582006877841277,NA
"2.1",37.6,-12.930024762512348,12.930024762512348,NA,NA,180.0,0,0,NA,19.941164621318663,NA
"1.0",37.8,12.145541424808775,0.0,NA,NA,0.0,0,0,NA,30.007116684248118,NA
"2.1",37.8,-13.22651951392663,13.22651951392663,NA,NA,180.0,0,0,NA,22.578458443393828,NA
"1.0",38.0,12.42571664654811,0.0,NA,NA,0.0,0,0,NA,32.48878755551635,NA
"2.1",38.0,-13.496963915736576,13.496963915736576,NA,NA,180.0,0,0,NA,25.271403510161935,NA
"1.0",38.2,12.7076275745516,0.0,NA,NA,0.0,0,0,NA,35.02727110680945,NA
"2.1",38.2,-13.837505886489526,13.837505886489526,NA,NA,180.0,0,0,NA,28.033581887936545,NA
"1.0",38.4,13.091009029836142,0.0,NA,NA,0.0,0,0,NA,37.6427684645337,NA
"2.1",38.4,-13.666335478005932,13.666335478005932,NA,NA,180.0,0,0,NA,30.762531154457164,NA
"1.0",38.6,13.39357610623979,0.0,NA,NA,0.0,0,0,NA,40.31908005321347,NA
"2.1",38.6,-13.81055744258687,13.81055744258687,NA,NA,180.0,0,0,NA,33.52099401822941,NA
"1.0",38.8,13.646334091834724,0.0,NA,NA,0.0,0,0,NA,43.046205413665184,NA
"2.1",38.8,-13.835256082578562,13.835256082578562,NA,NA,180.0,0,0,NA,36.284946699280695,NA
"1.0",39.0,13.7972244463861,0.0,NA,NA,0.0,0,0,NA,45.803744516048226,NA
"2.1",39.0,-13.747849319661036,13.747849319661036,NA,NA,180.0,0,0,NA,39.0318725309364,NA
"1.0",39.2,13.750524444314651,0.0,NA,NA,0.0,0,0,NA,48.552165525475864,NA
"2.1",39.2,-13.841573619460688,13.841573619460688,NA,NA,180.0,0,0,NA,41.79787645727534,NA
"1.0",39.4,13.704106187229044,0.0,NA,NA,0.0,0,0,NA,51.29148816956831,NA
"2.1",39.4,-13.674651029249654,13.674651029249654,NA,NA,180.0,0,0,NA,44.53080574690566,NA
"1.0",39.6,13.701901065884158,0.0,NA,NA,0.0,0,0,NA,54.03052199161288,NA
"2.1",39.6,-13.662634948706255,13.662634948706255,NA,NA,180.0,0,0,NA,47.26156476734285,NA
"1.0",39.8,13.741726801092737,0.0,NA,NA,0.0,0,0,NA,56.7776475500442,NA
"2.1",39.8,-13.657218360998668,13.657218360998668,NA,NA,180.0,0,0,NA,49.991434268183156,NA
"1.0",40.0,13.772601464428009,0.0,NA,NA,0.0,0,0,NA,59.531058283557,NA
"2.1",40.0,-13.73047955051996,13.73047955051996,NA,NA,180.0,0,0,NA,52.73611189699101,NA
"1.0",40.2,13.729459609729238,0.0,NA,NA,0.0,0,0,NA,62.275941795046165,NA
"2.1",40.2,-13.705631840527058,13.705631840527058,NA,NA,180.0,0,0,NA,55.4759625452022,NA
"1.0",40.4,13.85562299975194,0.0,NA,NA,0.0,0,0,NA,65.04613501850079,NA
"2.1",40.4,-13.883066865410656,13.883066865410656,NA,NA,180.0,0,0,NA,58.251406058632654,NA
"1.0",40.6,13.89156409314368,0.0,NA,NA,0.0,0,0,NA,67.82359043630349,NA
"2.1",40.6,-13.717007051603868,13.717007051603868,NA,NA,180.0,0,0,NA,60.99375618786001,NA
"1.0",40.8,13.65176078196615,0.0,NA,NA,0.0,0,0,NA,70.5531657713387,NA
"2.1",40.8,-13.895646581272596,13.895646581272596,NA,NA,180.0,0,0,NA,63.7719127389938,NA
"1.0",41.0,13.857929704142736,0.0,NA,NA,0.0,0,0,NA,73.32402232067963,NA
"2.1",41.0,-13.778643050100655,13.778643050100655,NA,NA,180.0,0,0,NA,66.52675701087321,NA
"1.0",41.2,13.658762718336657,0.0,NA,NA,0.0,0,0,NA,76.05510796903195,NA
"2.1",41.2,-13.646056355177425,13.646056355177425,NA,NA,180.0,0,0,NA,69.25516180707027,NA
"1.0",41.4,13.794112198594958,0.0,NA,NA,0.0,0,0,NA,78.81330381926043,NA
"2.1",41.4,-13.879960728604347,13.879960728604347,NA,NA,180.0,0,0,NA,72.03039633959325,NA
"1.0",41.6,13.897088093752973,0.0,NA,NA,0.0,0,0,NA,81.5921330146475,NA
"2.1",41.6,-13.7965415717382,13.7965415717382,NA,NA,180.0,0,0,NA,74.78900732208157,NA
"1.0",41.8,13.749017056352459,0.0,NA,NA,0.0,0,0,NA,84.34139243269018,NA
"2.1",41.8,-13.725435069352388,13.725435069352388,NA,NA,180.0,0,0,NA,77.53344984298566,NA
"1.0",42.0,13.857330392859877,0.0,NA,NA,0.0,0,0,NA,87.11234497954923,NA
"2.1",42.0,-13.647685304447078,13.647685304447078,NA,NA,180.0,0,0,NA,80.26238976787069,NA
"1.0",42.2,13.799106125691907,0.0,NA,NA,0.0,0,0,NA,89.87168630104559,NA
"2.1",42.2,-13.67173709444236,13.67173709444236,NA,NA,180.0,0,0,NA,82.99617837461602,NA
"1.0",42.4,13.707977352347225,0.0,NA,NA,0.0,0,0,NA,92.61283335380621,NA
"2.1",42.4,-13.77813057947904,13.77813057947904,NA,NA,180.0,0,0,NA,85.75127738073142,NA
"1.0",42.6,13.70503221730236,0.0,NA,NA,0.0,0,0,NA,95.35341725124124,NA
"2.1",42.6,-13.775859513822944,13.775859513822944,NA,NA,180.0,0,0,NA,88.50595507239746,NA
"1.0",42.8,13.754350485620089,0.0,NA,NA,0.0,0,0,NA,98.10388701929672,NA
"2.1",42.8,-13.669778828783892,13.669778828783892,NA,NA,180.0,0,0,NA,91.23944993373914,NA
"2.1",43.0,-13.85896170163993,13.85896170163993,NA,NA,180.0,0,0,NA,94.01080235512562,NA
"2.1",43.2,-13.847921837726608,13.847921837726608,NA,NA,180.0,0,0,NA,96.77997232075118,NA
"2.1",43.4,-13.726664555454628,13.726664555454628,NA,NA,180.0,0,0,NA,99.52491721881545,NA
"3.0",47.0,8.438334715230783e-16,13.780846397681161,NA,NA,90.0,0,0,NA,99.74768194829576,NA
"3.0",47.2,8.454833155474178e-16,13.807790395338088,NA,NA,90.0,0,0,NA,96.9865124743331,NA
"3.0",47.4,8.465788659460453e-16,13.825682091121562,NA,NA,90.0,0,0,NA,94.22178798679762,NA
"3.0",47.6,8.417645817560453e-16,13.747058863700367,NA,NA,90.0,0,0,NA,91.47281049287545,NA
"3.0",47.8,8.488894007586921e-16,13.863415988180787,NA,NA,90.0,0,0,NA,88.70059251276794,NA
"3.0",48.0,8.46144824165362e-16,13.818593650911936,NA,NA,90.0,0,0,NA,85.93736736762796,NA
