"VID","TimeStep","vel_x","vel_y","accel_x","accel_y","yaw","numberOfLanesToMedian","numberOfLanesToCurb","headway","distanceToIntersection","turn"
1.0,26.0,8.430866293742252e-16,13.768649539789186,4.0444950830906763e-19,0.0066051617264762065,90.0,0,0,NA,88.81760009199633,"left"
1.0,26.2,8.432500542371629e-16,13.771318470342084,8.171243146882405e-19,0.013344652764493195,90.0,0,0,NA,86.06382692438434,"left"
1.0,26.4,8.486162727860699e-16,13.858955469885842,2.6831092744535325e-17,0.4381849977187906,90.0,0,0,NA,83.29256222666996,"left"
1.0,26.6,8.454241589108569e-16,13.806824294147082,-1.596056937606508e-17,-0.2606558786937994,90.0,0,0,NA,80.53175781208057,"left"
1.0,26.8,8.436192503069841e-16,13.777347899726593,-9.024543019364228e-18,-0.14738197210244994,90.0,0,0,NA,77.77688714416297,"left"
1.0,27.0,8.500731227830323e-16,13.882747635887936,3.2269362380241315e-17,0.5269986808067203,90.0,0,0,NA,75.00098561927135,"left"
1.0,27.2,8.484109878281166e-16,13.855602912101896,-8.310674774578694e-18,-0.13572361893020404,90.0,0,0,NA,72.23056143884659,"left"
1.0,27.4,8.500485611088889e-16,13.882346513308585,8.18786640386166e-18,0.133718006033448,90.0,0,0,NA,69.45484560668146,"left"
1.0,27.6,8.509783665841627e-16,13.897531389077194,4.649027376369207e-18,0.07592437884304663,90.0,0,0,NA,66.67615646872338,"left"
1.0,27.8,8.434025608972667e-16,13.773809093111195,-3.787902843448054e-17,-0.618611479829998,90.0,0,0,NA,63.92227462171695,"left"
1.0,28.0,8.360789831305782e-16,13.654205991681666,-3.661788883344246e-17,-0.5980155071476488,90.0,0,0,NA,61.19238394167081,"left"
1.0,28.2,8.373183703989476e-16,13.67444672181271,6.196936341847237e-18,0.10120365065522421,90.0,0,0,NA,58.45853551209008,"left"
1.0,28.4,8.363886336877588e-16,13.659262969046832,-4.648683555944204e-18,-0.0759187638293926,90.0,0,0,NA,55.727824655354546,"left"
1.0,28.6,8.399534852222539e-16,13.717481412715278,1.782425767247561e-17,0.2910922183422315,90.0,0,0,NA,52.985593437611364,"left"
1.0,28.8,8.384596820673223e-16,13.693085755845532,-7.469015774658064e-18,-0.12197828434873202,90.0,0,0,NA,50.248376843332686,"left"
1.0,29.0,8.415129687167162e-16,13.742949710930699,1.526643324696949e-17,0.2493197754258345,90.0,0,0,NA,47.50135489406517,"left"
1.0,29.2,8.455075320555829e-16,13.808185880929232,1.9972816694333857e-17,0.32618084999266667,90.0,0,0,NA,44.741487124917334,"left"
1.0,29.4,8.494638384210937e-16,13.872797267138958,1.978153182755395e-17,0.32305693104863425,90.0,0,0,NA,41.96893978123156,"left"
1.0,29.6,8.387518124356574e-16,13.697856606813149,-5.3560129927181824e-17,-0.8747033016290504,90.0,0,0,NA,39.231634338070705,"left"
1.0,29.8,8.436431170787371e-16,13.77773767368868,2.4456523215398657e-17,0.39940533437765746,90.0,0,0,NA,36.47870907527527,"left"
1.0,30.0,8.416661249603754e-16,13.745450942204334,-9.884960591808781e-18,-0.1614336574217307,90.0,0,0,NA,33.73266172391716,"left"
1.0,30.2,8.463704030984037e-16,13.822277634460479,2.3521390690141635e-17,0.38413346128072373,90.0,0,0,NA,30.971810452540414,"left"
1.0,30.4,7.995550405693925e-16,13.057724743592583,-2.340768126450565e-16,-3.8227644543394894,90.0,0,0,NA,28.364315326255195,"left"
1.0,30.6,7.551801785834659e-16,12.333028251235405,-2.21874309929634e-16,-3.623482461785907,90.0,0,0,NA,25.90228406899937,"left"
1.0,30.8,7.144931512492048e-16,11.668558669269585,-2.0343513667130637e-16,-3.3223479098291118,90.0,0,0,NA,23.57378076743878,"left"
1.0,31.0,6.738827642612211e-16,11.005340719142932,-2.0305193493991886e-16,-3.316089750633274,90.0,0,0,NA,21.378665884263047,"left"
1.0,31.2,6.384704321209743e-16,10.42701344690571,-1.7706166070123454e-16,-2.891636361186124,90.0,0,0,NA,19.300154669601927,"left"
1.0,31.4,5.987916737909056e-16,9.779010147379761,-1.9839379165034443e-16,-3.2400164976297523,90.0,0,0,NA,17.35231863288131,"left"
1.0,31.6,5.482495797792825e-16,8.953595112664242,-2.527104700581164e-16,-4.12707517357761,90.0,0,0,NA,15.570644690791916,"left"
1.0,31.8,5.245327569989174e-16,8.566270003140783,-1.1858411390182596e-16,-1.9366255476173035,90.0,0,0,NA,13.868225622846197,"left"
1.0,32.0,4.772980807492444e-16,7.794869199536682,-2.3617338124836556e-16,-3.8570040180205205,90.0,0,0,NA,12.321721292948514,"left"
1.0,32.2,4.483502118509587e-16,7.3221146237938575,-1.4473934449142917e-16,-2.3637728787141294,90.0,0,0,NA,10.87225632757694,"left"
1.0,32.4,4.026961475061983e-16,6.576527171533393,-2.282703217238029e-16,-3.7279372613023343,90.0,0,0,NA,9.574267178308768,"left"
1.0,32.6,3.735540411604194e-16,6.100600457544204,-1.4571053172889496e-16,-2.379633569945953,90.0,0,0,NA,8.375042510372856,"left"
1.0,32.8,3.3670801823760335e-16,5.498859237978372,-1.8423011461408095e-16,-3.008706097829174,90.0,0,0,NA,7.300041604932887,"left"
1.0,33.0,3.090014174844871e-16,5.0463761094158075,-1.3853300376558183e-16,-2.2624156428128286,90.0,0,0,NA,6.321002938820044,"left"
1.0,33.2,2.8247007902798114e-16,4.613086470721972,-1.3265669228253018e-16,-2.166448193469187,90.0,0,0,NA,5.435711125168031,"left"
1.0,33.4,0.043033883134423,4.032303604477866,0.21516941567211437,-2.9039143312205398,89.38851164758893,NA,NA,NA,4.658892925913126,"left"
1.0,33.6,0.11023235150391504,3.56801506179081,0.33599234184746135,-2.321442713435286,88.22958884707211,NA,NA,NA,3.963733140260036,"left"
1.0,33.8,0.2211241074745676,4.08801506179081,0.5544587798532647,2.6000000000000094,86.89931075102056,NA,NA,NA,3.177137069936497,"left"
1.0,34.0,0.36976801289875916,4.608015061790811,0.7432195271209605,2.6000000000000116,85.39737841351949,NA,NA,NA,2.3160166751300597,"left"
1.0,34.2,0.968330625306065,5.12801506179081,2.9928130620365394,2.600000000000007,79.11540198500397,NA,NA,NA,1.2917201420329254,"left"
1.0,34.4,1.7386643152322687,5.64801506179081,3.8516684496310325,2.600000000000007,72.07111310820679,NA,NA,NA,0.1748625828734772,"left"
1.0,34.6,2.923610500166456,6.011698778105655,5.924730924670957,1.8184185815742302,60.9009959861451,NA,NA,NA,1.0101379525997536,"left"
1.0,34.8,4.215622273144895,6.288044372994208,6.460058864892218,1.3817279744427728,47.90061470782732,NA,NA,NA,2.267497951912319,"left"
1.0,35.0,5.539926271494684,6.601280971878896,6.621519991748968,1.5661829944234429,32.94216692611919,NA,NA,NA,3.5139128114905143,"left"
1.0,35.2,6.702805182662469,7.0756459528084275,5.814394555838945,2.3718249046476676,18.682802345847442,NA,NA,NA,4.891528453065096,"left"
1.0,35.4,7.248783166129356,7.354917361295539,2.7298899173344457,1.3963570424355614,9.74540824238627,0,0,NA,6.301418426216851,"left"
1.0,35.6,7.809871502364628,7.823815098806973,2.8054416811763714,2.3444886875571798,3.4212141896219297,0,0,NA,7.8223243619810345,"left"
1.0,35.8,8.124822329092737,8.12556915810028,1.574754133640549,1.5087702964665404,0.7768276051722437,0,0,NA,9.417114450022844,"left"
1.0,36.0,8.560693239804113,0.0,2.179354553556888,-40.627845790501546,0.0,0,0,NA,11.106819285031143,"left"
1.0,36.2,9.01751053027039,0.0,2.2840864523313966,0.0,0.0,0,0,NA,12.893093430368394,"left"
1.0,36.4,9.371692053328022,0.0,1.7709076152881638,0.0,0.0,0,0,NA,14.753969797177884,"left"
1.0,36.6,9.715948029380977,0.0,1.7212798802647784,0.0,0.0,0,0,NA,16.68638468112982,"left"
1.0,36.8,10.183011572604752,0.0,2.3353177161188827,0.0,0.0,0,0,NA,18.71408934242855,"left"
1.0,37.0,10.518144657366662,0.0,1.6756654238095574,0.0,0.0,0,0,NA,20.810352327782688,"left"
1.0,37.2,10.93896481381425,0.0,2.1041007822379485,0.0,0.0,0,0,NA,22.99191203562639,"left"
1.0,37.4,11.305169259856207,0.0,1.831022230209791,0.0,0.0,0,0,NA,25.24763748663306,"left"
1.0,37.6,11.694729795126927,0.0,1.9478026763536052,0.0,0.0,0,0,NA,27.582006877841277,"left"
1.0,37.8,12.145541424808775,0.0,2.2540581484092472,0.0,0.0,0,0,NA,30.007116684248118,"left"
1.0,38.0,12.42571664654811,0.0,1.4008761086966852,0.0,0.0,0,0,NA,32.48878755551635,"left"
1.0,38.2,12.7076275745516,0.0,1.4095546400174503,0.0,0.0,0,0,NA,35.02727110680945,"left"
1.0,38.4,13.091009029836142,0.0,1.9169072764227193,0.0,0.0,0,0,NA,37.6427684645337,"left"
1.0,38.6,13.39357610623979,0.0,1.5128353820182436,0.0,0.0,0,0,NA,40.31908005321347,"left"
1.0,38.8,13.646334091834724,0.0,1.2637899279746767,0.0,0.0,0,0,NA,43.046205413665184,"left"
1.0,39.0,13.7972244463861,0.0,0.7544517727568794,0.0,0.0,0,0,NA,45.803744516048226,"left"
1.0,39.2,13.750524444314651,0.0,-0.23350001035724238,0.0,0.0,0,0,NA,48.552165525475864,"left"
1.0,39.4,13.704106187229044,0.0,-0.2320912854280363,0.0,0.0,0,0,NA,51.29148816956831,"left"
1.0,39.6,13.701901065884158,0.0,-0.011025606724430799,0.0,0.0,0,0,NA,54.03052199161288,"left"
1.0,39.8,13.741726801092737,0.0,0.19912867604289522,0.0,0.0,0,0,NA,56.7776475500442,"left"
1.0,40.0,13.772601464428009,0.0,0.15437331667636,0.0,0.0,0,0,NA,59.531058283557,"left"
1.0,40.2,13.729459609729238,0.0,-0.2157092734938545,0.0,0.0,0,0,NA,62.275941795046165,"left"
1.0,40.4,13.85562299975194,0.0,0.630816950113513,0.0,0.0,0,0,NA,65.04613501850079,"left"
1.0,40.6,13.89156409314368,0.0,0.17970546695870013,0.0,0.0,0,0,NA,67.82359043630349,"left"
1.0,40.8,13.65176078196615,0.0,-1.199016555887655,0.0,0.0,0,0,NA,70.5531657713387,"left"
1.0,41.0,13.857929704142736,0.0,1.0308446108829319,0.0,0.0,0,0,NA,73.32402232067963,"left"
1.0,41.2,13.658762718336657,0.0,-0.995834929030396,0.0,0.0,0,0,NA,76.05510796903195,"left"
1.0,41.4,13.794112198594958,0.0,0.6767474012915045,0.0,0.0,0,0,NA,78.81330381926043,"left"
1.0,41.6,13.897088093752973,0.0,0.5148794757900816,0.0,0.0,0,0,NA,81.5921330146475,"left"
1.0,41.8,13.749017056352459,0.0,-0.7403551870025753,0.0,0.0,0,0,NA,84.34139243269018,"left"
1.0,42.0,13.857330392859877,0.0,0.5415666825370932,0.0,0.0,0,0,NA,87.11234497954923,"left"
1.0,42.2,13.799106125691907,0.0,-0.2911213358398534,0.0,0.0,0,0,NA,89.87168630104559,"left"
1.0,42.4,13.707977352347225,0.0,-0.45564386672341134,0.0,0.0,0,0,NA,92.61283335380621,"left"
1.0,42.6,13.70503221730236,0.0,-0.01472567522432305,0.0,0.0,0,0,NA,95.35341725124124,"left"
1.0,42.8,13.754350485620089,0.0,0.24659134158864315,0.0,0.0,0,0,NA,98.10388701929672,"left"
2.1,27.8,8.443286493310589e-16,13.788933264985682,3.945480987333906e-17,0.6443459436763123,90.0,0,0,25.108213352613006,96.52329287622534,"right"
2.1,28.0,8.369980037054827e-16,13.669214736660942,-3.665322812788117e-17,-0.5985926416236985,90.0,0,0,25.105211603617136,93.78986103707008,"right"
2.1,28.2,8.449587072967444e-16,13.79922289242968,3.9803517956308976e-17,0.6500407788436947,90.0,0,0,25.080256369493725,91.03045652128694,"right"
2.1,28.4,8.501360467840341e-16,13.883775262809358,2.5886697436448684e-17,0.4227618518983893,90.0,0,0,25.035353910741236,88.2541720019896,"right"
2.1,28.6,8.364621362264467e-16,13.660463356599212,-6.836955278793758e-17,-1.1165595310507332,90.0,0,0,25.04675752196445,85.52257211458921,"right"
2.1,28.8,8.463409238376957e-16,13.8217962015979,4.9393938056245207e-17,0.8066642249934415,90.0,0,0,25.021015432813982,82.75874459003865,"right"
2.1,29.0,8.387299073585732e-16,13.697498869756236,-3.8055082395612804e-17,-0.6214866592083212,90.0,0,0,25.03010560104886,80.0198079899048,"right"
2.1,29.2,8.437927638705351e-16,13.780181591263972,2.5314282559809974e-17,0.41341360753867884,90.0,0,0,25.035706458981906,77.26437853915837,"right"
2.1,29.4,8.38890175471469e-16,13.700116246668623,-2.45129419953307e-17,-0.4003267229767463,90.0,0,0,25.07024266307596,74.52500312158041,"right"
2.1,29.6,8.510677760115927e-16,13.898991555836984,6.088800270061855e-17,0.9943765458418099,90.0,0,0,25.03001567327118,71.74591260524306,"right"
2.1,29.8,8.402778927685406e-16,13.72277939000167,-5.3949416215260656e-17,-0.8810608291765774,90.0,0,0,25.04100733000857,69.00211148960751,"right"
2.1,30.0,8.392417923890301e-16,13.705858586709947,-5.180501897552295e-18,-0.08460401645860957,90.0,0,0,25.04892580110743,66.26175600420335,"right"
2.1,30.2,8.416326814062445e-16,13.744904767517001,1.1954445086071883e-17,0.19523090403526913,90.0,0,0,25.06440037449613,63.5136643539768,"right"
2.1,30.4,8.398542980690446e-16,13.715861563575455,-8.89191668599969e-18,-0.14521601970773065,90.0,0,0,24.932773010499545,60.77145965248154,"right"
2.1,30.6,8.416604114029313e-16,13.745357632730157,9.030566669433794e-18,0.14748034577350796,90.0,0,0,24.650307134200574,58.023449588670644,"right"
2.1,30.8,8.407315330066002e-16,13.730187897309662,-4.6443919816554015e-18,-0.07584867710247271,90.0,0,0,24.23798128859258,55.278577681217634,"right"
2.1,31.0,8.393283751236468e-16,13.707272590072826,-7.015789414767127e-18,-0.11457653618418147,90.0,0,0,23.697594914406608,52.53840841211205,"right"
2.1,31.2,8.443787694231158e-16,13.789751788205468,2.5251971497345164e-17,0.41239599066321164,90.0,0,0,23.02504724614667,49.78189383943466,"right"
2.1,31.4,8.451176796490405e-16,13.801819107965567,3.694551129623128e-18,0.0603365988004969,90.0,0,0,22.2204854540295,47.02313565702545,"right"
2.1,31.6,8.161560302263784e-16,13.32883947918074,-1.4480824711331086e-16,-2.364898143924145,90.0,0,0,21.345436580726215,44.35910799698342,"right"
2.1,31.8,7.621276961294804e-16,12.446489823189893,-2.701416704844907e-16,-4.411748279954251,90.0,0,0,20.569392616716414,41.87163506993741,"right"
2.1,32.0,7.437124290872647e-16,12.145745689370457,-9.207633521107888e-17,-1.5037206690971825,90.0,0,0,19.699217318749618,39.444488861004125,"right"
2.1,32.2,7.088786594354211e-16,11.576867059612127,-1.7416884825921893e-16,-2.844393148791663,90.0,0,0,18.84826683158593,37.131268406883684,"right"
2.1,32.4,6.802084668987814e-16,11.108647282994069,-1.4335096268319865e-16,-2.3410988830902997,90.0,0,0,17.941842809293746,34.911873188642055,"right"
2.1,32.6,6.470898036851532e-16,10.56777846699444,-1.6559331606814162e-16,-2.704344079998152,90.0,0,0,17.04840720740367,32.80083142391274,"right"
2.1,32.8,6.056381409557864e-16,9.890821441373223,-2.0725831364683494e-16,-3.3847851281060968,90.0,0,0,16.170014766724705,30.825332161379833,"right"
2.1,33.0,5.850062533059474e-16,9.553877145855468,-1.0315943824919517e-16,-1.6847214775887813,90.0,0,0,15.268514559436767,28.917476933071086,"right"
2.1,33.2,5.58011103085071e-16,9.113012886222869,-1.3497575110438271e-16,-2.2043212981630047,90.0,0,0,14.368529276336574,27.09804327276011,"right"
2.1,33.4,5.241865514177204e-16,8.560616036928844,-1.691227583367536e-16,-2.761984246470136,90.0,0,0,13.462866789846373,25.389310974646733,"right"
2.1,33.6,4.889338181063803e-16,7.984895211366983,-1.7626366655670122e-16,-2.8786041278093113,90.0,0,0,12.579490759931105,23.79593419680914,"right"
2.1,33.8,4.673762677332194e-16,7.632833696354329,-1.0778775186580456e-16,-1.7603075750632797,90.0,0,0,11.87052703301839,22.273293253576956,"right"
2.1,34.0,4.595324809127613e-16,7.504734936353988,-3.92189341022907e-17,-0.6404938000017046,90.0,0,0,11.29118305810573,20.776767913621413,"right"
2.1,34.2,4.576660675468163e-16,7.474254092942737,-9.33206682972486e-18,-0.15240421705625506,90.0,0,0,10.821935251875345,19.28700380115091,"right"
2.1,34.4,4.639128289390763e-16,7.576271448422034,3.123380696129994e-17,0.5100867773964852,90.0,0,0,10.436283974549156,17.777777211572467,"right"
2.1,34.6,4.577614778225802e-16,7.475812260992991,-3.075675558248063e-17,-0.5022959371452158,90.0,0,0,NA,16.289659565305215,"right"
2.1,34.8,4.893340187529912e-16,7.991430983916092,1.5786270465205569e-16,2.5780936146155136,90.0,0,0,NA,14.700485115429236,"right"
2.1,35.0,5.091885603204599e-16,8.31568025450239,9.927270783734375e-17,1.6212463529314927,90.0,0,0,NA,13.049193702756648,"right"
2.1,35.2,5.322621709285952e-16,8.692500912086274,1.153680530406768e-16,1.8841032879194297,90.0,0,0,NA,11.326780606430313,"right"
2.1,35.4,5.588451036762045e-16,9.126633149497378,1.3291466373804713e-16,2.170661187055528,90.0,0,0,NA,9.52463726029531,"right"
2.1,35.6,5.870317536178402e-16,9.58695607625896,1.4093324970817906e-16,2.3016146338079215,90.0,0,0,NA,7.643456663809902,"right"
