"dist","speed","headway","rearway","p1","p2"
69.03583488069644,13.895986571696122,1000.0,13.1638549072523,0.0,0.0
67.6576525620373,13.785841492456385,1000.0,13.173242883862201,0.0,0.0
66.26837780436904,13.896967461914755,1000.0,13.201385128567807,0.0,0.0
64.88494212219366,13.838738625582774,1000.0,13.220972798424995,0.0,0.0
63.50292676283383,13.824721617989708,1000.0,13.235199979925554,0.0,0.0
62.11929991825454,13.841045514456928,1000.0,13.259457670238973,0.0,0.0
60.73171350140715,13.880873629697598,1000.0,13.290530114303778,0.0,0.0
59.34531664834605,13.869207786894403,1000.0,13.310994269185898,0.0,0.0
57.96479611619109,13.81067155188648,1000.0,13.330295503743884,0.0,0.0
56.58139430514507,13.839763491156045,1000.0,13.352655210277788,0.0,0.0
55.19724022104942,13.847577761095017,1000.0,13.375275373527558,0.0,0.0
53.814122426274665,13.837520764474757,1000.0,13.391042856940558,0.0,0.0
52.429709373430626,13.850814650505782,1000.0,13.416337625510678,0.0,0.0
51.05038183447524,13.800295765991324,1000.0,13.426071886631775,0.0,0.0
49.66261613329649,13.885114206566941,1000.0,13.455915690724424,0.0,0.0
48.285174950371946,13.782237789649516,1000.0,13.466777992967963,0.0,0.0
46.89633692328028,13.896736853416078,1000.0,13.497342927350928,0.0,0.0
45.50851928759045,13.887036781762728,1000.0,13.513797099008542,0.0,0.0
44.1250798891373,13.843781741634011,1000.0,13.52905122138111,0.0,0.0
42.73924460417789,13.86836685571121,1000.0,13.550904350510024,0.0,0.0
41.35436270130068,13.859497392738705,1000.0,13.5628802419225,0.0,0.0
39.96729274516192,13.882137488636655,1000.0,13.58318284807467,0.0,0.0
38.587962598161546,13.805492074149662,1000.0,13.587821796766065,0.0,0.0
37.2082326737377,13.810398888990749,1000.0,13.603160827116909,0.0,0.0
35.830391820992304,13.792498574580533,1000.0,13.61353759776864,0.0,0.0
34.45470940775868,13.77201824481599,1000.0,13.621329201036332,0.0,0.0
33.07851543867993,13.778406228674577,1000.0,13.631082142892467,0.0,0.0
31.700689688127518,13.796178605190944,1000.0,13.641055275633192,0.0,0.0
30.31582503152678,13.868304219266866,1000.0,13.65306312780632,0.0,0.0
28.929563134655297,13.884185744067654,1000.0,13.67029075139493,0.0,0.0
27.544915006605542,13.870195535263047,1000.0,13.677681705413278,0.0,0.0
26.16298637288217,13.845463856949937,1000.0,13.692895077385657,0.0,0.0
24.780556909397244,13.853412147073541,1000.0,13.699762751451857,0.0,0.0
