"vid","fid","vel_x","vel_y","Ax","Ay","yaw","numberOfLanesToMedian","numberOfLanesToCurb","headway","dist","nextmove"
"0.0",0.0,8.477433861176812e-16,13.844700148776173,1.6013747188279004e-19,0.002615243382741994,90.0,0.0,0.0,1000.0,44.12626381793983,0.0
"0.0",0.0,8.501766354329352e-16,13.884438125749584,2.4332493152539714e-17,0.39737976973411193,90.0,0.0,0.0,1000.0,42.73882254943915,0.0
"0.0",0.0,8.497431030628651e-16,13.877358004846611,-4.3353237007011646e-18,-0.07080120902973164,90.0,0.0,0.0,1000.0,41.35215602910537,0.0
"0.0",0.0,8.442740961832843e-16,13.788042344471906,-5.469006879580767e-17,-0.8931566037470517,90.0,0.0,0.0,1000.0,39.97448769066053,0.0
"0.0",0.0,8.442276079736294e-16,13.78728313439293,-4.648820965494358e-19,-0.007592100789768352,90.0,0.0,0.0,1000.0,38.59697632612156,0.0
"0.0",0.0,8.437715048685593e-16,13.779834405414295,-4.5610310507004364e-18,-0.07448728978634023,90.0,0.0,0.0,1000.0,37.22029922167019,0.0
"0.0",0.0,8.466568815489889e-16,13.82695618260652,2.885376680429605e-17,0.471217771922241,90.0,0.0,0.0,1000.0,35.83901533011674,0.0
"0.0",0.0,8.449186025318612e-16,13.798567931915168,-1.738279017127747e-17,-0.2838825069135176,90.0,0.0,0.0,1000.0,34.46068024694165,0.0
"0.0",0.0,8.475942101991771e-16,13.84226392114535,2.6756076673158973e-17,0.4369598923018181,90.0,0.0,0.0,1000.0,33.07810787383694,0.0
"0.0",0.0,8.261896281223985e-16,13.492700567994362,-2.1404582076778566e-16,-3.495633531509874,90.0,0.0,0.0,1000.0,31.73058887440147,0.0
"0.0",0.0,8.046754165741452e-16,13.141346829704558,-2.151421154825328e-16,-3.51353738289804,90.0,0.0,0.0,1000.0,30.418308882998346,0.0
"0.0",0.0,7.905558952541298e-16,12.91075754747484,-1.4119521320015456e-16,-2.305892822297171,90.0,0.0,0.0,1000.0,29.129218127468206,0.0
"0.0",0.0,7.631897709748107e-16,12.46383482169999,-2.7366124279319058e-16,-4.469227257748507,90.0,0.0,0.0,1000.0,27.884925174946698,0.0
"0.0",0.0,7.464451598779036e-16,12.190374570000229,-1.6744611096907154e-16,-2.734602516997615,90.0,0.0,0.0,1000.0,26.66812124837898,0.0
"0.0",0.0,7.236538693305743e-16,11.818164548903574,-2.2791290547329234e-16,-3.7221002109665413,90.0,0.0,0.0,1000.0,25.488673900485715,0.0
"0.0",0.0,7.073360174968591e-16,11.551673804877193,-1.631785183371529e-16,-2.6649074402638107,90.0,0.0,0.0,1000.0,24.336044358185216,0.0
"0.0",0.0,6.825301609054431e-16,11.14656342352174,-2.4805856591415903e-16,-4.051103813554526,90.0,0.0,0.0,1000.0,23.224075930976753,0.0
"0.0",0.0,6.615512059921985e-16,10.80395108945365,-2.0978954913244616e-16,-3.4261233406809133,90.0,0.0,0.0,1000.0,22.146544032373832,0.0
"0.0",0.0,6.479633789887248e-16,10.582045034370108,-1.3587827003473775e-16,-2.219060550835419,90.0,0.0,0.0,1000.0,21.091427912824877,0.0
"0.0",0.0,6.21829113899683e-16,10.155240095881108,-2.61342650890418e-16,-4.268049384889991,90.0,0.0,0.0,1000.0,20.07917337539023,0.0
"0.0",0.0,6.058106688122998e-16,9.893639035093036,-1.6018445087383203e-16,-2.616010607880721,90.0,0.0,0.0,1000.0,19.093328652263875,0.0
"0.0",0.0,5.884925698979127e-16,9.610813016579868,-1.7318098914387076e-16,-2.828260185131679,90.0,0.0,0.0,1000.0,18.136032931346392,0.0
"0.0",0.0,5.643270081273702e-16,9.216159443200711,-2.4165561770542457e-16,-3.946535733791574,90.0,0.0,0.0,1000.0,17.218443266898174,0.0
"0.0",0.0,5.458111640307794e-16,8.913772761432838,-1.8515844096590784e-16,-3.0238668176787264,90.0,0.0,0.0,1000.0,16.331391531091253,0.0
"0.0",0.0,5.270512567385083e-16,8.607400225199003,-1.875990729227118e-16,-3.0637253623383565,90.0,0.0,0.0,1000.0,15.475300142945713,0.0
"0.0",0.0,5.105467962618869e-16,8.337861930759946,-1.6504460476621335e-16,-2.6953829443905697,90.0,0.0,0.0,1000.0,14.646536596422964,0.0
"0.0",0.0,4.901666573173799e-16,8.005029003605824,-2.038013894450699e-16,-3.3283292715412216,90.0,0.0,0.0,1000.0,13.851423096863382,0.0
"0.0",0.0,4.722035307698099e-16,7.711668884425721,-1.7963126547569998e-16,-2.9336011918010296,90.0,0.0,0.0,1000.0,13.086069579346505,0.0
"0.0",0.0,4.557712424168203e-16,7.443309250212322,-1.6432288352989612e-16,-2.683596342133985,90.0,0.0,0.0,1000.0,12.348035805472705,0.0
"0.0",0.0,4.379212890683953e-16,7.1517973896358225,-1.7849953348425024e-16,-2.915118605764997,90.0,0.0,0.0,1000.0,11.639662092146438,0.0
"0.0",0.0,4.203683949218238e-16,6.865136873986861,-1.75528941465715e-16,-2.8666051564896122,90.0,0.0,0.0,1000.0,10.960513191479269,0.0
"0.0",0.0,4.029481913898603e-16,6.580643360524986,-1.7420203531963488e-16,-2.8449351346187512,90.0,0.0,0.0,1000.0,10.310424183251147,0.0
"0.0",0.0,3.8795095894917e-16,6.335719967900567,-1.4997232440690284e-16,-2.449233926244192,90.0,0.0,0.0,1000.0,9.68554851263593,0.0
"0.0",0.0,3.707658481006819e-16,6.055065809322713,-1.7185110848488122e-16,-2.8065415857785414,90.0,0.0,0.0,1000.0,9.089478300320577,0.0
"0.0",0.0,3.579757597308516e-16,5.846187814806494,-1.279008836983032e-16,-2.088779945162189,90.0,0.0,0.0,1000.0,8.51523390905554,0.0
"0.0",0.0,3.3432073917919495e-16,5.459872012272633,-2.3655020551656627e-16,-3.8631580253386044,90.0,0.0,0.0,1000.0,7.980296160443358,0.0
"0.0",0.0,3.1987271493888124e-16,5.223917870223302,-1.4448024240313714e-16,-2.3595414204933185,90.0,0.0,0.0,1000.0,7.469973194153357,0.0
"0.0",0.0,3.05205111365736e-16,4.984377725532482,-1.466760357314526e-16,-2.395401446908192,90.0,0.0,0.0,1000.0,6.984714589173121,0.0
"0.0",0.0,2.894597901288834e-16,4.727237115720493,-1.5745321236852562e-16,-2.5714060981198905,90.0,0.0,0.0,1000.0,6.526325784468807,0.0
"0.0",0.0,2.7501829009373037e-16,4.491389522027229,-1.4441500035153042e-16,-2.3584759369326402,90.0,0.0,0.0,1000.0,6.092836347655131,0.0
"0.0",0.0,2.641342979422291e-16,4.313640441082763,-1.0883992151501282e-16,-1.7774908094446662,90.0,0.0,0.0,1000.0,5.678792788160772,0.0
"0.0",0.0,8.448410630491288e-16,13.797301616063342,8.448410630491287e-15,137.97301616063342,90.0,0.0,0.0,1000.0,82.84900912511601,0.0
"0.0",0.0,8.485699849489758e-16,13.858199532139116,3.7289218998470086e-17,0.6089791607577411,90.0,0.0,0.0,1000.0,81.46346870825954,0.0
"0.0",0.0,8.443210794732224e-16,13.788809639825486,-4.248905475753354e-17,-0.6938989231363024,90.0,0.0,0.0,1000.0,80.08487548186216,0.0
"0.0",0.0,8.468280869304333e-16,13.829752178669441,2.507007457210865e-17,0.4094253884395549,90.0,0.0,0.0,1000.0,78.702198982302,0.0
"0.0",0.0,8.439676197423115e-16,13.783037204358262,-2.860467188121796e-17,-0.4671497431117899,90.0,0.0,0.0,1000.0,77.32420360131681,0.0
"0.0",0.0,8.499397949399794e-16,13.880570226970594,5.972175197667913e-17,0.9753302261233188,90.0,0.0,0.0,1000.0,75.93646841098433,0.0
"0.0",0.0,8.495157572086557e-16,13.873645165285561,-4.2403773132367635e-18,-0.0692506168503293,90.0,0.0,0.0,1000.0,74.54943754047785,0.0
"0.0",0.0,8.44113226024163e-16,13.785415135398507,-5.40253118449278e-17,-0.8823002988705397,90.0,0.0,0.0,1000.0,73.17124008138282,0.0
"0.0",0.0,8.489936862326182e-16,13.865119099216535,4.8804602084552206e-17,0.7970396381802836,90.0,0.0,0.0,1000.0,71.78508754256558,0.0
"0.0",0.0,8.463266606741347e-16,13.821563266459853,-2.66702555848349e-17,-0.43555832756682733,90.0,0.0,0.0,1000.0,70.40330354444302,0.0
"0.0",0.0,8.510885019297393e-16,13.899330035767052,4.761841255604626e-17,0.7776676930719972,90.0,0.0,0.0,1000.0,69.0137600018048,0.0
"0.0",0.0,8.465907058215143e-16,13.825875450961759,-4.4977961082250075e-17,-0.7345458480529388,90.0,0.0,0.0,1000.0,67.63157573858686,0.0
"0.0",0.0,8.50711995786575e-16,13.893181223825087,4.1212899650606803e-17,0.6730577286332817,90.0,0.0,0.0,1000.0,66.24267981619212,0.0
"0.0",0.0,8.494637571281636e-16,13.872795939524659,-1.2482386584113676e-17,-0.20385284300427742,90.0,0.0,0.0,1000.0,64.85583984863509,0.0
"0.0",0.0,8.467968741779632e-16,13.82924243573798,-2.666882950200425e-17,-0.43553503786679215,90.0,0.0,0.0,1000.0,63.47337297484947,0.0
"0.0",0.0,8.501766354329352e-16,13.884438125749584,3.379761254972004e-17,0.5519569001160463,90.0,0.0,0.0,1000.0,62.08540885169936,0.0
"0.0",0.0,8.487792203389269e-16,13.861616605373566,-1.3974150940083125e-17,-0.22821520376018256,90.0,0.0,0.0,1000.0,60.699747979076335,0.0
"0.0",0.0,8.435227756765593e-16,13.775772349445615,-5.2564446623675915e-17,-0.8584425592795064,90.0,0.0,0.0,1000.0,59.32269161284275,0.0
"0.0",0.0,8.441818082851792e-16,13.786535168718547,6.590326086199063e-18,0.10762819272931878,90.0,0.0,0.0,1000.0,57.94458416229282,0.0
"0.0",0.0,8.495823334347526e-16,13.874732437569183,5.400525149573405e-17,0.8819726885063517,90.0,0.0,0.0,1000.0,56.55768735081638,0.0
"0.0",0.0,8.475942101991771e-16,13.84226392114535,-1.988123235575522e-17,-0.32468516423833194,90.0,0.0,0.0,1000.0,55.17406492569931,0.0
"0.0",0.0,8.469792113864656e-16,13.832220228333027,-6.1499881271149494e-18,-0.10043692812322647,90.0,0.0,0.0,1000.0,53.79147747504518,0.0
"0.0",0.0,8.495491064906401e-16,13.874189800391905,2.5698951041744858e-17,0.4196957205887841,90.0,0.0,0.0,1000.0,52.404728636552946,0.0
"0.0",0.0,8.48958808238769e-16,13.864549498350826,-5.902982518710413e-18,-0.09640302041079352,90.0,0.0,0.0,1000.0,51.01897976375696,0.0
"0.0",0.0,8.465344868507155e-16,13.824957325493452,-2.424321388053576e-17,-0.395921728573736,90.0,0.0,0.0,1000.0,49.63722735710717,0.0
"0.0",0.0,8.501086346159785e-16,13.883327588131651,3.5741477652630775e-17,0.5837026263819922,90.0,0.0,0.0,1000.0,48.249683918190264,0.0
"0.0",0.0,8.509853323033081e-16,13.897645147903823,8.766976873295463e-18,0.14317559772171862,90.0,0.0,0.0,1000.0,46.8607563663804,0.0
"0.0",0.0,8.438926373412812e-16,13.78181264881976,-7.092694962026889e-17,-1.1583249908406401,90.0,0.0,0.0,1000.0,45.48345558325707,0.0
"0.0",0.0,8.45840846556228e-16,13.813629319819157,1.948209214946817e-17,0.31816670999397445,90.0,0.0,0.0,1000.0,44.10303036738839,0.0
"0.0",0.0,8.508711233797884e-16,13.895779974637554,5.030276823560406e-17,0.8215065481839723,90.0,0.0,0.0,1000.0,42.714456834575174,0.0
"0.0",0.0,8.451830308246711e-16,13.802886373656802,-5.688092555117364e-17,-0.928936009807515,90.0,0.0,0.0,1000.0,41.33523278191696,0.0
"0.0",0.0,8.500031508525322e-16,13.881604907542933,4.820120027861113e-17,0.7871853388613026,90.0,0.0,0.0,1000.0,39.94821711618073,0.0
"0.0",0.0,8.499900912569162e-16,13.881391628161072,-1.3059595616011554e-19,-0.002132793818603318,90.0,0.0,0.0,1000.0,38.56130514963515,0.0
"0.0",0.0,8.503284496537899e-16,13.886917440127581,3.383583968737337e-18,0.05525811966508698,90.0,0.0,0.0,1000.0,37.17393275599346,0.0
"0.0",0.0,8.433108729269744e-16,13.772311714922544,-7.017576726815443e-17,-1.1460572520503653,90.0,0.0,0.0,1000.0,35.79811109633488,0.0
"0.0",0.0,8.466165642811763e-16,13.826297751655803,3.305691354201855e-17,0.539860367332583,90.0,0.0,0.0,1000.0,34.41700977047419,0.0
"0.0",0.0,8.496943251400296e-16,13.876561400913634,3.0777608588533303e-17,0.5026364925783078,90.0,0.0,0.0,1000.0,33.03101622118215,0.0
"0.0",0.0,8.437012648782268e-16,13.778687299320008,-5.993060261802785e-17,-0.9787410159362508,90.0,0.0,0.0,1000.0,31.654942496671996,0.0
"0.0",0.0,8.486331238363531e-16,13.85923066842137,4.931858958126281e-17,0.8054336910136151,90.0,0.0,0.0,1000.0,30.270989666023905,0.0
"0.0",0.0,8.466468983482949e-16,13.826793144566473,-1.9862254880582315e-17,-0.32437523854897066,90.0,0.0,0.0,1000.0,28.89046421096156,0.0
"0.0",0.0,8.442298301051809e-16,13.787319424555172,-2.4170682431139574e-17,-0.3947372001130134,90.0,0.0,0.0,1000.0,27.5140953636241,0.0
"0.0",0.0,8.491776944721413e-16,13.868124181819148,4.9478643669603256e-17,0.8080475726397651,90.0,0.0,0.0,1000.0,26.12991124750944,0.0
"0.0",0.0,8.432513752593247e-16,13.7713400442712,-5.92631921281656e-17,-0.9678413754794768,90.0,0.0,0.0,1000.0,24.755678327422356,0.0
"0.0",0.0,8.434689549213351e-16,13.774893389809877,2.1757966201034964e-18,0.03553345538676922,90.0,0.0,0.0,1000.0,23.38143233571368,0.0
"0.0",0.0,8.494086263709717e-16,13.871895585933235,5.939671449636649e-17,0.9700219612335736,90.0,0.0,0.0,1000.0,21.997918975915503,0.0
"0.0",0.0,8.489854636071203e-16,13.864984813551418,-4.231627638514286e-18,-0.06910772381816699,90.0,0.0,0.0,1000.0,20.615588574068095,0.0
"0.0",0.0,8.506895575051921e-16,13.892814778881148,1.7040938980718154e-17,0.2782996532972959,90.0,0.0,0.0,1000.0,19.23108546582367,0.0
"0.0",0.0,8.445443673086094e-16,13.792456206909847,-6.145190196582648e-17,-1.003585719713005,90.0,0.0,0.0,1000.0,17.857317914990794,0.0
"0.0",0.0,8.47860495035172e-16,13.846612682538108,3.3161277265625577e-17,0.5415647562826109,90.0,0.0,0.0,1000.0,16.479076821872724,0.0
"0.0",0.0,8.455205279542535e-16,13.80839812006103,8.455205279542534e-15,138.08398120061028,90.0,0.0,0.0,1000.0,69.06305289090876,0.0
"0.0",0.0,8.439676197423115e-16,13.783037204358262,-1.5529082119420018e-17,-0.25360915702767883,90.0,0.0,0.0,1000.0,67.68515059779048,0.0
"0.0",0.0,8.480995490896526e-16,13.850516731520184,4.131929347341134e-17,0.6747952716192174,90.0,0.0,0.0,1000.0,66.30051912793274,0.0
"0.0",0.0,8.470493648313905e-16,13.833365921033547,-1.0501842582621482e-17,-0.17150810486636914,90.0,0.0,0.0,1000.0,64.91762011330935,0.0
"0.0",0.0,8.495157572086557e-16,13.873645165285561,2.466392377265251e-17,0.40279244252014124,90.0,0.0,0.0,1000.0,63.5307135845441,0.0
"0.0",0.0,8.433716474414863e-16,13.773304238065611,-6.144109767169466e-17,-1.003409272199498,90.0,0.0,0.0,1000.0,62.15385805740516,0.0
"0.0",0.0,8.50177760906883e-16,13.884456506134011,6.80611346539675e-17,1.1115226806840006,90.0,0.0,0.0,1000.0,60.76591292166107,0.0
"0.0",0.0,8.489936862326182e-16,13.865119099216535,-1.1840746742648442e-17,-0.19337406917475874,90.0,0.0,0.0,1000.0,59.37992418292774,0.0
"0.0",0.0,8.436840150992988e-16,13.778405589051545,-5.309671133319427e-17,-0.8671351016499074,90.0,0.0,0.0,1000.0,58.00262829651342,0.0
"0.0",0.0,8.432463703748804e-16,13.771258308305406,-4.376447244183386e-18,-0.07147280746139018,90.0,0.0,0.0,1000.0,56.62607333601533,0.0
"0.0",0.0,8.510885019297393e-16,13.899330035767052,7.842131554858902e-17,1.2807172746164674,90.0,0.0,0.0,1000.0,55.23674536928572,0.0
"0.0",0.0,8.44401929523519e-16,13.790130021348595,-6.686572406220356e-17,-1.0920001441845706,90.0,0.0,0.0,1000.0,53.8583635053651,0.0
"0.0",0.0,8.450691754221643e-16,13.801026973826811,6.6724589864536795e-18,0.10896952478216093,90.0,0.0,0.0,1000.0,52.47892564608039,0.0
"0.0",0.0,8.433983875760009e-16,13.773740937602707,-1.6707878461634476e-17,-0.2728603622410475,90.0,0.0,0.0,1000.0,51.10225087108137,0.0
"0.0",0.0,8.469213786763122e-16,13.831275748501067,3.5229911003113357e-17,0.5753481089836043,90.0,0.0,0.0,1000.0,49.71986451539447,0.0
"0.0",0.0,8.47727372370493e-16,13.844438624437899,8.059936941807337e-18,0.13162875936831853,90.0,0.0,0.0,1000.0,48.336205046299284,0.0
"0.0",0.0,8.477433861176812e-16,13.844700148776173,1.6013747188279004e-19,0.002615243382741994,90.0,0.0,0.0,1000.0,46.95256568507822,0.0
"0.0",0.0,8.501766354329352e-16,13.884438125749584,2.4332493152539714e-17,0.39737976973411193,90.0,0.0,0.0,1000.0,45.56500559070877,0.0
"0.0",0.0,8.497431030628651e-16,13.877358004846611,-4.3353237007011646e-18,-0.07080120902973164,90.0,0.0,0.0,1000.0,44.178208545117926,0.0
"0.0",0.0,8.442740961832843e-16,13.788042344471906,-5.469006879580767e-17,-0.8931566037470517,90.0,0.0,0.0,1000.0,42.800397292198525,0.0
"0.0",0.0,8.442276079736294e-16,13.78728313439293,-4.648820965494358e-19,-0.007592100789768352,90.0,0.0,0.0,1000.0,41.42272798151852,0.0
"0.0",0.0,8.437715048685593e-16,13.779834405414295,-4.5610310507004364e-18,-0.07448728978634023,90.0,0.0,0.0,1000.0,40.045875804821826,0.0
"0.0",0.0,8.466568815489889e-16,13.82695618260652,2.885376680429605e-17,0.471217771922241,90.0,0.0,0.0,1000.0,38.6643963353697,0.0
"0.0",0.0,8.449186025318612e-16,13.798567931915168,-1.738279017127747e-17,-0.2838825069135176,90.0,0.0,0.0,1000.0,37.28584307557663,0.0
"0.0",0.0,8.475942101991771e-16,13.84226392114535,2.6756076673158973e-17,0.4369598923018181,90.0,0.0,0.0,1000.0,35.90302497089436,0.0
"0.0",0.0,8.446981798413512e-16,13.794968156197575,-2.8960303578258597e-17,-0.47295764947774543,90.0,0.0,0.0,1000.0,34.52504392191041,0.0
"0.0",0.0,8.442148719817751e-16,13.787075139861555,-4.833078595761679e-18,-0.07893016336019798,90.0,0.0,0.0,1000.0,33.14797729127664,0.0
"0.0",0.0,8.509418607411811e-16,13.896935203417671,6.726988759406045e-17,1.0986006355611622,90.0,0.0,0.0,1000.0,31.760081812968007,0.0
"0.0",0.0,8.444227585914999e-16,13.790470185843297,-6.519102149681189e-17,-1.0646501757437399,90.0,0.0,0.0,1000.0,30.38298155349586,0.0
"0.0",0.0,8.483048980614793e-16,13.853870334730018,3.88213946997943e-17,0.634001488867213,90.0,0.0,0.0,1000.0,28.99973652842847,0.0
"0.0",0.0,8.461010603790412e-16,13.817878934042529,-2.203837682438102e-17,-0.35991400687489516,90.0,0.0,0.0,1000.0,27.62029895632966,0.0
