"dist","speed","headway","rearway","p1","p2"
96.6495445526448,13.888941542524845,1000.0,75.5458319099038,0.0,0.0
95.26760794571653,13.821409581650515,1000.0,75.54045057887933,0.0,0.0
93.87924498392665,13.885743229750078,1000.0,75.54589310695116,0.0,0.0
92.49245694595128,13.870054953917862,1000.0,75.54999265822606,0.0,0.0
91.10556605348411,13.871149885272608,1000.0,75.55901083506667,0.0,0.0
89.72030420292882,13.85492601044709,1000.0,75.55793922323804,0.0,0.0
88.34043439722677,13.801068544390146,1000.0,75.55881296572066,0.0,0.0
86.95543182976238,13.852480653144886,1000.0,75.5542338840228,0.0,0.0
85.56632267537829,13.893633651242126,1000.0,75.5540072194757,0.0,0.0
84.17921022387647,13.873746710072737,1000.0,75.55583982269047,0.0,0.0
82.79981465145279,13.796650482239203,1000.0,75.55258546023865,0.0,0.0
81.4192479801355,13.808455211592372,1000.0,75.55378536673287,0.0,0.0
80.04107709867534,13.784588447087446,1000.0,75.54605916447986,0.0,0.0
78.65986590812753,13.815099163556006,1000.0,75.54070859932318,0.0,0.0
77.27080780726685,13.893692979970947,1000.0,75.55199656098779,0.0,0.0
75.89307406359299,13.780536603324581,1000.0,75.55011665679328,0.0,0.0
74.51090097938734,13.825059239913244,1000.0,75.54871280575708,0.0,0.0
73.13220735744244,13.790381621874404,1000.0,75.54620053459658,0.0,0.0
71.74914818079672,13.834181169983932,1000.0,75.5449071711444,0.0,0.0
70.36853321714612,13.809873475749045,1000.0,75.54330978573978,0.0,0.0
68.98918998645577,13.797301616063342,1000.0,75.540895580316,0.0,0.0
67.61117141970526,13.784208978889511,1000.0,75.53349652499105,0.0,0.0
66.2216958910374,13.898981663140002,1000.0,75.54624916755529,0.0,0.0
64.83295662182877,13.891797927482985,1000.0,75.54867143652127,0.0,0.0
63.45257380122227,13.80839812006103,1000.0,75.55111194528902,0.0,0.0
62.07080000889717,13.822516114390455,1000.0,75.54676074549539,0.0,0.0
60.68324471334765,13.880570226970594,1000.0,75.54838325305406,0.0,0.0
59.29483857040505,13.889316944824532,1000.0,75.54995043100797,0.0,0.0
57.918054195231875,13.773304238065611,1000.0,75.53806429122723,0.0,0.0
56.53539620459516,13.832331513750832,1000.0,75.53596295255106,0.0,0.0
55.14908412515635,13.869177336546127,1000.0,75.53584114370898,0.0,0.0
53.77084659973337,13.788706308167894,1000.0,75.53758594369522,0.0,0.0
52.38158550646228,13.899330035767052,1000.0,75.54454239835225,0.0,0.0
51.00327531817455,13.790130021348595,1000.0,75.53545861621092,0.0,0.0
49.623915087748756,13.801026973826811,1000.0,75.53611702328625,0.0,0.0
48.24732433191763,13.773740937602707,1000.0,75.53584925891559,0.0,0.0
46.86502968782724,13.831275748501067,1000.0,75.53169723981323,0.0,0.0
45.48147026608554,13.844438624437899,1000.0,75.53288816325117,0.0,0.0
44.09794022607831,13.844700148776173,1000.0,75.53457962455771,0.0,0.0
42.71050026721081,13.884438125749584,1000.0,75.54507910356469,0.0,0.0
41.32383518980399,13.877358004846611,1000.0,75.54367853818165,0.0,0.0
39.93867538334795,13.863036889524665,1000.0,75.54245645539213,0.0,0.0
38.55495427139578,13.849459797230084,1000.0,75.54669250225211,0.0,0.0
37.171718914610814,13.845510684063193,1000.0,75.553232180561,0.0,0.0
35.786913116503946,13.862250433508308,1000.0,75.55960043072031,0.0,0.0
34.4042179872239,13.84226392114535,1000.0,75.56147261383668,0.0,0.0
33.02359697783556,13.82278145225253,1000.0,75.56052873622863,0.0,0.0
31.67647894089929,13.488744695494864,1000.0,75.52602369380709,0.0,0.0
30.362042298373833,13.163010183074173,1000.0,75.45822595812578,0.0,0.0
29.082440516041775,12.81579012455513,1000.0,75.35441793710831,0.0,0.0
27.836682463700818,12.478580608227274,1000.0,75.21458174700977,0.0,0.0
26.62846094501869,12.104464676466707,1000.0,75.04751042069256,0.0,0.0
41.32737074259185,13.898981663140002,1000.0,89.37000414527523,0.0,0.0
39.93933708840563,13.891797927482985,1000.0,89.3724264142412,0.0,0.0
38.559718341416925,13.80839812006103,1000.0,89.37486692300895,0.0,0.0
37.17877984455287,13.822516114390455,1000.0,89.37051572321532,0.0,0.0
35.792143464947266,13.880570226970594,1000.0,89.372138230774,0.0,0.0
34.404747990091735,13.889316944824532,1000.0,89.37370540872791,0.0,0.0
33.02906847141826,13.773304238065611,1000.0,89.36181926894717,0.0,0.0
31.647637836484396,13.832331513750832,1000.0,89.359717930271,0.0,0.0
30.2626927495235,13.869177336546127,1000.0,89.35959612142894,0.0,0.0
28.885970968939233,13.788706308167894,1000.0,89.36134092141518,0.0,0.0
27.498421988877098,13.899330035767052,1000.0,89.3682973760722,0.0,0.0
26.112959152144647,13.880967842761892,1000.0,89.37380661525224,0.0,0.0
24.72641031327579,13.894813072313555,1000.0,89.37510441825792,0.0,0.0
23.3484324473275,13.812385023622774,1000.0,89.3761022330557,0.0,0.0
21.967626557630656,13.844851875882597,1000.0,89.37614355820018,0.0,0.0
20.587330001586007,13.844700148776173,1000.0,89.37783501950672,0.0,0.0
19.214135754029122,13.779443335679826,1000.0,89.37792971023916,0.0,0.0
17.83349187642728,13.861616605373566,1000.0,89.38463040149956,0.0,0.0
16.453144083935047,13.867966523882933,1000.0,89.39384981894328,0.0,0.0
15.075108467895328,13.856615253298077,1000.0,89.40152790373165,0.0,0.0
13.701555784800798,13.82695618260652,1000.0,89.4067616219888,0.0,0.0
12.33549072780473,13.772025816261303,1000.0,89.39699284568705,0.0,0.0
10.96253590821065,13.869886805552524,1000.0,89.40448471062254,0.0,0.0
9.594991935478687,13.855952588189394,1000.0,89.40961426726189,0.0,0.0
8.236750747640908,13.822631663780195,1000.0,89.40777867965116,0.0,0.0
6.885040761401224,13.853870334730018,1000.0,89.41214925864543,0.0,0.0
5.555732337451576,13.793461839389057,1000.0,89.41288665478228,0.0,0.0
4.258343633445339,13.793765752736945,1000.0,89.41140231058972,0.0,0.0
3.0328338372816184,13.809671364617534,1000.0,89.41512189195065,0.0,0.0
2.0151089949107357,13.879258070772048,1000.0,89.42581165803449,0.0,0.0
1.66616368516974,13.883103174550925,1000.0,89.42929758491148,0.0,0.0
2.3078039614436636,13.820040048433002,1000.0,89.43061234646608,0.0,0.0
3.4267617118982163,13.89840263419086,1000.0,89.43529439506509,0.0,0.0
4.6856297617343765,13.82137740284903,1000.0,89.4332848275594,0.0,0.0
91.1755753089262,13.871389007398394,89.42362099038428,12.662167042365397,0.0,0.0
89.79488977710406,13.809151524347254,89.42585868667197,12.688953765501353,0.0,0.0
88.41488299945973,13.802434534346686,89.42444071312123,12.718573068304266,0.0,0.0
87.03060666352708,13.845212865688373,89.42250331514902,12.757503523482185,0.0,0.0
85.6426905808784,13.881696292487904,89.4146976566663,12.797935957767393,0.0,0.0
84.2595424833436,13.834090852681548,89.41634794801232,12.830681839881692,0.0,0.0
82.87051903442082,13.892943154540845,89.40427520027957,12.871545768791705,0.0,0.0
81.48110943926027,13.896897786620539,89.40068619766984,12.907175982324944,0.0,0.0
80.09685248065992,13.84545772532234,89.3941590620865,12.937146293934063,0.0,0.0
78.72002705473272,13.771227682766039,89.39664131277068,12.961563265458608,0.0,0.0
77.33471351702867,13.856234023049474,89.38981437737648,13.002637590423646,0.0,0.0
75.94528724193216,13.897484184128698,89.38265162829231,13.029806164421359,0.0,0.0
74.55593651848973,13.896848595365883,89.37274313443913,13.0601552752873,0.0,0.0
73.17655173577545,13.79729078533128,89.37151270119115,13.073922784707094,0.0,0.0
71.79310084307386,13.83809497291455,89.37280192882,13.106636335389695,0.0,0.0
70.41483610027174,13.786360207332764,89.37356774029476,13.122605491024913,0.0,0.0
69.03304196120767,13.821812563410495,89.37658185982764,13.154190621138113,0.0,0.0
67.65616018116853,13.772832565417048,89.37991701135378,13.172875669539522,0.0,0.0
66.26753595250376,13.89046034260653,89.37391012654723,13.210144027149028,0.0,0.0
64.879051032792,13.88924744898919,89.36964476982446,13.230344812583851,0.0,0.0
55.159216644119695,13.787075139861555,1000.0,20.26322183128468,0.0,0.0
53.776494831864184,13.8335679404228,1000.0,20.26431545894893,0.0,0.0
52.39548284014828,13.816796649044846,1000.0,20.2606080903804,0.0,0.0
51.008495567459676,13.876942509212531,1000.0,20.268956157362737,0.0,0.0
49.631718657425765,13.775177939638962,1000.0,20.267097376052945,0.0,0.0
48.253119224522706,13.793836961286143,1000.0,20.26923351708075,0.0,0.0
46.86660665255095,13.873479157744441,1000.0,20.27934539186184,0.0,0.0
45.48412865669447,13.833616637915839,1000.0,20.27788266507534,0.0,0.0
44.09679625904741,13.88274925183505,1000.0,20.285468346970134,0.0,0.0
42.70921703773932,13.88583232047269,1000.0,20.28889336419732,0.0,0.0
41.329432864048286,13.8084947120375,1000.0,20.285595527610496,0.0,0.0
39.94408490779484,13.864916838803328,1000.0,20.28494831075099,0.0,0.0
38.55807878481702,13.872327475252096,1000.0,20.29126590584147,0.0,0.0
37.17649819398593,13.82894452652894,1000.0,20.29391690505969,0.0,0.0
35.78895218723867,13.889677961205598,1000.0,20.29836341461143,0.0,0.0
34.4086497478171,13.818307680364233,1000.0,20.292024553399074,0.0,0.0
33.032153000649124,13.781482908648904,1000.0,20.286763758995818,0.0,0.0
31.64862591653398,13.8533211067901,1000.0,20.282801554220725,0.0,0.0
30.267415521383604,13.8317735314928,1000.0,20.27628912870796,0.0,0.0
28.88337197645877,13.86203680283623,1000.0,20.277947036459352,0.0,0.0
27.507562901797098,13.781723527556752,1000.0,20.278996620938443,0.0,0.0
26.127459595659346,13.827247302464675,1000.0,20.276097948879965,0.0,0.0
24.74125439892696,13.891335424792487,1000.0,20.275483072946344,0.0,0.0
23.359128615444998,13.853927638439927,1000.0,20.271190977253724,0.0,0.0
21.985107550234424,13.77677679414861,1000.0,20.26913957813545,0.0,0.0
20.607117486487525,13.821492048890796,1000.0,20.26747928573309,0.0,0.0
19.234581806892436,13.772738365852275,1000.0,20.266117101585053,0.0,0.0
17.85954470266408,13.805185463833624,1000.0,20.264454391627368,0.0,0.0
16.478124111890587,13.878551438602154,1000.0,20.27502627894586,0.0,0.0
15.09745866920281,13.882828388204798,1000.0,20.2742630835057,0.0,0.0
13.718700118414496,13.879108503255994,1000.0,20.27324918893237,0.0,0.0
12.346820502778408,13.830400233634283,1000.0,20.277539406502626,0.0,0.0
10.981863753103685,13.788709314838052,1000.0,20.275305846755657,0.0,0.0
9.610882202780315,13.890152670731768,1000.0,20.282398169839098,0.0,0.0
8.2543884061237,13.803915591614787,1000.0,20.275588208433504,0.0,0.0
6.91032730021998,13.773461775626057,1000.0,20.2752643131586,0.0,0.0
5.577390794914668,13.827112086755223,1000.0,20.273077356387404,0.0,0.0
4.2813119687923775,13.771513059425633,1000.0,20.262280888835676,0.0,0.0
3.0470756356883033,13.889130401061848,1000.0,20.265852714234512,0.0,0.0
2.0241888260116316,13.891373817943968,1000.0,20.270040748795964,0.0,0.0
1.6629078669505384,13.793270218323451,1000.0,20.269437378479637,0.0,0.0
2.294580425693846,13.877618827754633,1000.0,1000.0,0.0,0.0
3.4047663925119527,13.836904546555598,1000.0,1000.0,0.0,0.0
4.661584252732912,13.815578688930255,1000.0,1000.0,0.0,0.0
22.081736770264055,13.796020294132177,1000.0,13.67838175877867,0.0,0.0
20.707881874589834,13.779631484523415,1000.0,13.680520078061164,0.0,0.0
19.323837001031972,13.887773189728614,1000.0,13.702833801521422,0.0,0.0
17.94311512419139,13.861747378953734,1000.0,13.71499427913514,0.0,0.0
16.564065808271447,13.854092940464616,1000.0,13.72391358321849,0.0,0.0
15.188244273982509,13.83326987569686,1000.0,13.734815785282223,0.0,0.0
13.811534402155333,13.857317406260409,1000.0,13.739779256075224,0.0,0.0
12.437646352904508,13.849067049378064,1000.0,13.749645127031414,0.0,0.0
11.065311828895268,13.86113881723024,1000.0,13.761117613499437,0.0,0.0
82.85231590727491,13.797301616063342,1000.0,34.053796478755984,0.0,0.0
81.4750432303124,13.775504947034642,1000.0,34.0529260755705,0.0,0.0
80.09641160534807,13.78919288222911,1000.0,34.04638128923972,0.0,0.0
78.7178283732925,13.788809639825486,1000.0,34.03713330562364,0.0,0.0
77.33138098976183,13.867575237823186,1000.0,34.03445118340872,0.0,0.0
75.95086124636023,13.80839812006103,1000.0,34.036891692176454,0.0,0.0
74.5728888258718,13.783037204358262,1000.0,34.03294380117323,0.0,0.0
73.18818264323305,13.850516731520184,1000.0,34.038600999864514,0.0,0.0
71.80520441576851,13.833365921033547,1000.0,34.03339993522874,0.0,0.0
70.41821344691962,13.873645165285561,1000.0,34.041646026489545,0.0,0.0
69.04126871730875,13.773304238065611,1000.0,34.0297598867088,0.0,0.0
67.6532277663334,13.884456506134011,1000.0,34.034972385947114,0.0,0.0
66.26713691326928,13.865119099216535,1000.0,34.03707118774554,0.0,0.0
64.88973260036005,13.778405589051545,1000.0,34.037532419271514,0.0,0.0
63.51306169919417,13.771258308305406,1000.0,34.03291966501692,0.0,0.0
62.12360830427073,13.899330035767052,1000.0,34.03987611967395,0.0,0.0
60.73838669603633,13.857216109428554,1000.0,34.046584728481946,0.0,0.0
59.34909769852463,13.898139249158557,1000.0,34.047949467574696,0.0,0.0
57.96016635352023,13.894813072313555,1000.0,34.04924727058038,0.0,0.0
56.58309643226812,13.776418581309263,1000.0,34.04526427356501,0.0,0.0
55.20057178419552,13.831275748501067,1000.0,34.04111225446265,0.0,0.0
53.816721145361996,13.844851875882597,1000.0,34.041153579607126,0.0,0.0
52.43446418019951,13.82924243573798,1000.0,34.036029505604404,0.0,0.0
51.058061106158036,13.771034542066046,1000.0,34.024205472193884,0.0,0.0
49.680856433790105,13.779443335679826,1000.0,34.02430016292632,0.0,0.0
48.293908198673165,13.877358004846611,1000.0,34.02289959754329,0.0,0.0
46.906161266269216,13.885816079974175,1000.0,34.03267697109352,0.0,0.0
45.52024902620452,13.867966523882933,1000.0,34.04189638853724,0.0,0.0
44.13624172761736,13.849459797230084,1000.0,34.046132435397226,0.0,0.0
